name,left_elbow_angle,right_elbow_angle,left_shoulder_angle,left_knee_angle,left_hip_angle
0,175,179,175,183,80
0,172,149,153,165,76
0,159,155,192,167,75
0,155,176,154,175,80
0,175,161,166,180,81
0,179,177,183,173,77
0,160,154,184,168,84
0,162,167,171,172,63
0,175,159,158,173,76
0,156,149,178,176,93
0,159,175,173,176,76
0,177,178,172,184,67
0,177,161,181,182,93
0,168,179,151,176,89
0,166,180,170,184,70
0,155,168,151,174,96
0,169,181,192,168,88
0,172,161,168,181,71
0,156,177,153,175,90
0,161,171,164,176,86
0,180,173,169,185,68
0,157,171,195,164,71
0,178,178,168,167,95
0,169,179,187,183,84
0,164,160,157,185,86
0,163,178,186,172,77
0,178,153,187,170,77
0,172,163,160,182,78
0,166,177,152,179,68
0,167,167,155,165,75
0,156,153,180,175,99
0,155,176,174,165,66
0,155,155,188,163,98
0,174,162,180,179,73
0,154,159,161,184,67
0,169,181,173,182,96
0,169,159,162,174,77
0,167,162,188,172,66
0,157,162,181,182,97
0,156,178,179,167,80
0,154,153,170,176,78
0,175,162,160,176,88
0,164,151,179,168,72
0,180,161,151,177,91
0,155,170,173,169,80
0,168,179,192,178,64
0,176,171,185,179,66
0,170,171,165,186,81
0,169,167,194,165,83
0,176,161,175,181,99
0,170,160,186,163,83
0,158,164,177,174,72
0,171,176,151,182,76
0,156,159,168,166,72
0,167,180,167,174,85
0,161,149,188,171,99
0,175,165,163,166,85
0,159,170,161,163,69
0,168,166,166,167,101
0,175,150,180,186,90
0,176,157,178,167,70
0,169,158,163,165,99
0,178,159,189,168,74
0,162,172,161,183,71
0,163,157,168,165,79
0,180,165,181,164,84
0,156,180,172,186,77
0,176,181,164,184,73
0,155,153,184,179,96
0,171,167,190,177,80
0,163,160,186,179,67
0,157,154,176,165,73
0,177,174,176,168,63
0,159,179,182,180,87
0,166,178,158,168,75
0,162,162,187,173,63
0,162,160,183,168,72
0,177,163,170,167,70
0,160,150,173,168,67
0,158,154,185,180,74
0,168,166,185,180,100
0,178,149,162,172,97
0,171,163,180,179,92
0,177,149,191,182,63
0,154,172,187,175,68
0,171,155,168,167,76
0,171,171,176,170,81
0,169,182,173,166,90
0,155,157,194,173,71
0,173,149,184,166,81
0,175,159,179,177,91
0,174,150,181,180,72
0,160,160,185,165,77
0,176,154,189,185,95
0,162,180,193,184,67
0,162,159,172,164,79
0,155,160,163,163,85
0,174,179,179,172,78
0,162,158,168,180,81
0,173,166,191,180,79
0,179,168,178,186,100
0,177,158,159,170,78
0,169,168,184,176,78
0,159,179,152,171,100
0,160,160,167,181,64
0,173,172,155,178,80
0,169,166,182,163,85
0,175,163,156,183,93
0,175,164,184,170,101
0,179,162,173,176,65
0,159,157,185,180,73
0,163,155,166,164,70
0,158,162,194,176,88
0,160,162,188,169,71
0,173,161,165,177,93
0,179,171,193,163,95
0,161,167,154,165,82
0,165,168,163,167,70
0,175,158,167,167,96
0,174,167,174,167,66
0,160,176,195,180,98
0,177,172,165,171,91
0,171,149,163,175,79
0,156,157,152,164,82
0,178,149,186,178,93
0,160,153,189,173,72
0,157,150,158,186,94
0,155,157,178,165,100
0,160,151,193,180,63
0,178,158,192,172,83
0,159,163,194,168,88
0,172,171,161,177,91
0,172,159,159,176,98
0,170,164,172,183,87
0,165,174,154,182,99
0,160,167,169,177,92
0,170,176,158,185,70
0,174,153,153,164,95
0,157,175,152,181,70
0,159,170,185,165,100
0,178,170,161,173,88
0,163,153,187,168,64
0,180,153,162,179,96
0,176,152,174,182,65
0,157,160,153,176,101
0,165,180,177,180,71
0,162,175,151,182,69
0,180,169,173,177,95
0,177,152,156,184,66
0,179,173,168,172,67
0,179,160,171,186,92
0,154,177,155,185,75
0,162,152,167,168,92
0,156,157,185,180,86
0,166,158,152,172,81
0,160,181,180,179,81
0,165,182,189,175,84
0,175,152,165,165,86
0,163,166,193,164,92
0,167,167,188,164,81
0,163,180,168,180,95
0,173,158,183,181,78
0,168,152,172,186,81
0,167,154,186,168,93
0,167,162,153,175,85
0,176,178,173,185,101
0,177,149,186,163,76
0,168,165,164,168,74
0,164,152,152,176,84
0,163,162,175,165,67
0,164,156,151,186,68
0,180,149,193,163,83
0,157,161,173,170,73
0,171,150,186,186,82
0,173,173,155,184,93
0,180,154,153,170,87
0,166,152,190,184,86
0,168,162,171,186,75
0,162,175,172,184,94
0,168,182,161,170,79
0,154,169,188,186,94
0,159,175,168,179,71
0,180,154,192,169,63
0,164,173,163,165,65
0,172,153,175,178,72
0,160,179,173,186,89
0,162,154,191,173,74
0,161,161,155,182,94
0,163,169,177,173,76
0,154,152,176,163,66
0,156,166,194,164,71
0,178,182,153,177,63
0,171,181,175,176,101
0,174,157,180,181,72
0,163,160,166,174,74
0,174,175,182,164,95
0,159,168,178,186,84
0,154,152,158,180,80
0,170,160,191,180,76
0,160,157,157,169,64
0,154,171,180,171,77
0,176,151,176,186,69
0,163,167,160,165,87
0,178,159,185,167,64
0,163,154,159,174,98
0,176,152,182,167,72
0,158,168,168,173,71
0,167,158,159,183,76
0,180,175,153,179,69
0,161,178,195,186,94
0,157,163,193,165,68
0,164,173,163,182,96
0,164,178,192,165,86
0,163,156,194,185,88
0,166,168,188,166,84
0,173,160,164,167,75
0,179,149,193,166,81
0,159,152,155,163,66
0,176,161,188,168,91
0,156,182,159,180,71
0,155,165,191,176,73
0,158,149,168,185,71
0,174,164,184,170,95
0,159,149,189,181,72
0,175,168,169,182,81
0,162,157,152,165,101
0,161,173,163,166,70
0,163,150,154,174,72
0,177,161,180,180,69
0,179,153,179,167,99
0,159,167,188,184,67
0,159,177,179,168,88
0,171,181,180,170,88
0,180,151,187,181,68
0,170,150,174,169,97
0,180,171,184,179,63
0,166,158,158,166,95
0,180,169,156,181,66
0,177,155,175,177,82
0,166,169,188,178,95
0,164,177,159,182,101
0,167,161,192,184,63
0,160,171,157,171,65
0,176,177,171,177,65
0,160,161,162,170,92
0,170,152,156,186,87
0,160,170,151,169,91
0,158,170,161,185,83
0,170,162,180,163,83
0,162,180,184,173,64
0,155,169,167,172,93
0,158,159,184,183,94
0,155,159,167,173,89
0,162,171,157,184,80
0,180,182,161,173,94
0,180,154,165,185,89
0,161,160,160,181,63
0,170,150,171,183,83
0,159,182,186,170,75
0,159,168,151,166,95
0,155,174,191,169,67
0,160,149,181,170,72
0,167,179,184,169,65
0,162,165,170,164,100
0,156,164,158,177,91
0,161,164,151,178,93
0,156,167,155,176,81
0,164,150,169,186,96
0,180,153,179,167,97
0,169,156,163,186,97
0,168,159,192,185,92
0,154,161,156,167,86
0,158,178,189,168,101
0,163,172,189,166,97
0,173,181,175,173,96
0,155,165,178,170,84
0,166,169,169,174,68
0,165,153,161,184,87
0,176,166,164,176,100
0,177,178,190,172,66
0,163,152,173,173,76
0,175,157,194,166,100
0,154,153,154,184,64
0,157,165,164,168,95
0,155,158,181,182,63
0,178,169,164,177,73
0,160,151,177,184,94
0,167,154,170,186,88
0,174,165,178,168,91
0,169,156,178,167,64
0,163,161,183,172,90
0,159,164,176,175,66
0,155,152,165,167,64
0,156,170,160,182,63
0,166,164,195,173,87
0,177,150,161,184,91
0,162,180,194,178,70
0,157,176,193,186,63
0,174,149,160,183,74
0,177,175,177,163,73
0,157,162,158,175,94
0,172,167,168,169,74
0,162,177,152,177,84
0,174,155,155,169,101
0,156,150,152,180,94
0,159,152,156,179,64
0,164,159,161,185,100
0,163,161,169,172,91
0,167,165,189,166,85
0,157,160,164,163,82
0,155,164,170,168,84
0,172,171,157,165,64
0,156,149,171,180,81
0,164,155,179,175,74
0,175,179,157,185,89
0,170,178,165,182,70
0,177,156,154,184,71
0,154,160,165,164,87
0,158,168,168,172,66
0,160,170,179,183,64
0,159,154,157,168,96
0,176,173,187,165,63
0,156,161,158,169,72
0,180,181,170,172,75
0,154,178,156,165,89
0,180,152,193,166,73
0,172,156,152,170,97
0,172,162,156,179,69
0,161,179,194,178,80
0,180,177,151,171,91
0,159,159,185,183,77
0,179,174,175,184,78
0,173,163,185,180,73
0,171,180,194,175,64
0,171,176,194,175,73
0,179,161,162,172,91
0,176,155,153,169,64
0,155,157,152,176,66
0,178,173,177,163,70
0,180,150,186,164,93
0,157,176,162,169,99
0,158,177,182,171,69
0,157,168,188,186,98
0,177,173,184,163,63
0,168,181,153,183,75
0,167,154,164,182,83
0,158,166,184,167,73
0,167,164,182,165,78
0,178,167,178,163,96
0,159,168,153,183,83
0,174,153,161,176,84
0,165,174,163,178,89
0,156,149,189,181,92
0,179,179,191,163,73
0,173,156,185,177,91
0,160,172,154,164,96
0,171,155,152,178,86
0,158,150,191,180,71
0,175,158,165,173,90
0,160,177,157,165,65
0,162,182,186,170,81
0,179,170,180,186,77
0,169,153,159,166,96
0,160,167,187,180,89
0,166,170,193,165,78
0,170,182,186,185,75
0,170,164,176,180,90
0,156,175,160,178,95
0,172,169,162,176,74
0,177,152,187,176,95
0,166,171,173,170,100
0,169,149,178,181,68
0,180,167,175,172,80
0,180,153,165,176,101
0,179,176,180,180,91
0,178,163,193,168,69
0,169,153,176,177,76
0,160,151,185,166,97
0,163,179,169,182,78
0,175,159,194,164,86
0,167,162,192,183,81
0,179,160,167,165,79
0,173,170,152,180,64
0,178,168,193,166,90
0,177,182,163,177,91
0,163,153,157,163,87
0,171,152,178,167,67
0,159,168,172,180,80
0,173,165,172,173,72
0,162,153,192,167,84
0,160,153,160,186,89
0,178,170,161,167,64
0,155,158,185,182,84
0,177,166,171,173,98
0,177,169,178,168,79
0,156,179,159,164,96
0,174,173,183,163,97
0,172,167,166,169,69
0,156,182,178,163,83
0,172,178,190,163,70
0,167,164,165,163,84
0,164,154,179,172,80
0,168,175,184,166,67
0,157,165,155,167,63
0,170,159,184,166,96
0,168,163,192,166,73
0,180,156,157,169,65
0,176,156,176,165,71
0,164,175,163,175,65
0,157,162,191,166,89
0,169,178,190,179,73
0,163,172,175,183,73
0,171,159,165,165,67
0,164,171,159,171,100
0,170,182,193,165,86
0,168,180,167,177,78
0,168,174,182,167,68
0,167,171,192,178,76
0,177,178,191,163,89
0,174,152,161,172,73
0,154,174,192,184,70
0,173,159,172,176,78
0,177,155,175,181,70
0,178,172,154,181,88
0,178,165,195,186,87
0,159,177,191,167,72
0,168,181,152,171,75
0,155,175,155,170,96
0,178,173,192,163,68
0,179,161,168,163,87
0,180,166,180,179,90
0,161,180,166,178,73
0,169,154,176,180,71
0,165,179,164,185,89
0,174,154,178,171,95
0,180,155,153,180,82
0,156,152,192,171,95
0,156,167,168,181,101
0,166,168,188,164,82
0,164,154,178,173,88
0,165,170,180,170,68
0,172,174,173,167,64
0,154,182,185,168,83
0,158,168,194,168,72
0,167,161,176,167,77
0,169,168,180,170,73
0,167,159,179,170,86
0,175,155,155,185,85
0,159,158,163,173,93
0,160,153,167,179,71
0,154,153,181,174,72
0,179,174,152,174,90
0,161,174,191,165,80
0,160,168,165,176,75
0,172,177,182,177,96
0,176,156,191,177,74
0,162,164,159,182,82
0,167,154,187,174,82
0,159,181,165,178,92
0,160,170,188,171,71
0,172,171,182,167,63
0,168,152,188,177,71
0,172,157,168,181,85
0,166,165,185,182,74
0,173,161,157,176,83
0,162,178,166,177,64
0,174,178,192,175,66
0,161,159,153,174,87
0,171,155,187,176,88
0,163,181,160,184,99
0,167,158,175,175,90
0,166,154,182,177,86
0,168,181,166,186,69
0,180,175,167,183,85
0,177,164,161,178,68
0,172,155,158,169,77
0,179,180,175,163,98
0,180,159,159,185,80
0,157,169,191,180,71
0,162,157,167,180,85
0,171,151,170,177,82
0,175,165,185,174,95
0,172,175,165,169,94
0,178,170,154,175,101
0,174,154,189,179,97
0,164,151,153,171,90
0,173,163,168,164,89
0,154,182,186,177,63
0,172,152,181,171,75
0,179,178,169,172,94
0,158,172,181,176,85
0,155,152,176,185,86
0,167,167,186,171,69
0,175,164,183,185,69
0,180,149,152,183,85
0,172,153,156,185,66
0,170,167,170,171,85
0,156,177,160,180,92
0,163,152,166,170,91
0,173,174,166,185,63
0,167,161,179,183,63
0,174,158,185,176,81
0,159,153,160,180,97
0,159,180,174,182,86
0,167,157,162,175,97
0,173,181,157,175,83
0,160,169,186,186,78
0,168,173,175,163,70
0,179,167,169,163,100
0,176,149,159,177,91
0,165,165,191,167,88
0,156,154,165,165,100
0,167,180,158,182,100
0,175,160,190,183,78
0,165,159,177,175,63
0,171,167,191,179,79
0,155,153,179,179,101
0,180,154,153,182,101
0,164,152,194,186,68
0,173,177,155,172,91
0,169,181,171,177,100
0,177,157,166,164,64
0,174,182,160,163,77
0,154,171,184,176,63
0,170,173,190,185,81
0,156,178,152,186,68
0,156,159,179,183,96
0,154,172,154,179,93
0,172,171,167,167,64
0,168,160,159,173,71
0,174,170,179,174,85
0,156,154,183,173,85
0,174,182,176,165,83
0,154,172,191,171,90
0,176,175,173,170,90
0,168,172,162,166,85
0,164,173,158,167,65
0,179,178,187,182,86
0,175,154,194,170,101
0,175,178,194,166,65
0,168,150,184,176,93
0,158,169,178,174,76
0,166,179,194,167,65
0,162,176,155,177,77
0,158,165,193,166,74
0,171,150,166,171,89
0,165,175,158,183,65
0,164,162,190,186,63
0,158,176,168,171,74
0,176,151,187,165,69
0,154,175,160,185,83
0,171,169,161,163,82
0,173,180,168,177,69
0,172,178,159,181,70
0,164,157,179,172,87
0,160,154,187,185,93
0,174,152,162,172,63
0,161,154,155,174,63
0,174,163,163,169,90
0,172,159,195,180,95
0,161,175,154,169,66
0,179,181,176,173,101
0,173,152,170,179,81
0,158,171,155,181,82
0,154,157,180,169,82
0,174,149,177,173,100
0,161,151,182,184,81
0,167,150,184,185,95
0,168,151,173,184,95
0,163,171,175,185,101
0,163,159,160,174,63
0,177,154,154,183,75
0,179,168,166,171,72
0,176,159,159,185,65
0,154,157,164,182,90
0,164,178,189,182,72
0,164,155,191,183,74
0,168,162,185,165,100
0,172,168,188,183,67
0,175,178,163,183,85
0,157,151,183,177,87
0,169,163,182,181,78
0,167,159,159,172,71
0,161,176,189,168,63
0,167,175,190,176,89
0,179,175,166,183,88
0,155,176,152,171,73
0,164,162,175,179,97
0,166,163,164,165,98
0,179,161,183,178,79
0,157,159,175,174,67
0,161,158,182,169,68
0,164,151,179,176,87
0,180,162,172,183,68
0,154,174,182,184,81
0,154,169,168,174,73
0,176,176,172,163,83
0,159,155,194,166,82
0,168,161,184,175,85
0,168,158,191,178,64
0,166,180,184,167,73
0,172,176,191,177,71
0,168,156,157,163,75
0,172,169,190,174,82
0,180,153,186,180,69
0,161,152,172,178,73
0,169,155,193,175,94
0,159,155,194,173,90
0,171,155,151,182,88
0,180,161,193,176,93
0,169,150,177,170,79
0,161,171,162,183,87
0,159,173,157,169,93
0,176,158,156,179,71
0,154,163,183,176,91
0,168,160,174,175,69
0,155,152,180,163,100
0,158,176,174,178,78
0,175,167,177,179,78
0,165,168,175,169,98
0,170,161,166,164,94
0,175,177,158,169,80
0,176,172,167,179,99
0,171,180,172,165,100
0,180,159,159,171,86
0,159,166,193,172,64
0,167,156,181,167,93
0,164,168,174,168,72
0,177,171,171,167,88
0,161,152,154,166,86
0,156,170,154,186,90
0,168,181,165,163,64
0,164,149,163,172,72
0,159,177,164,174,97
0,160,165,162,185,90
0,177,158,183,175,100
0,168,158,154,167,84
0,174,154,182,185,76
0,154,177,166,176,65
0,170,175,175,175,86
0,163,176,167,182,90
0,165,151,174,174,76
0,158,182,155,167,79
0,176,155,176,174,91
0,177,153,155,167,79
0,170,152,173,164,100
0,156,163,153,163,78
0,168,151,171,178,93
0,170,156,177,183,75
0,155,176,176,171,97
0,159,164,191,181,97
0,161,156,178,180,94
0,175,181,172,167,71
0,158,175,176,164,101
0,167,150,161,174,91
0,168,165,186,166,63
0,172,152,160,178,67
0,166,167,166,176,74
0,172,161,155,180,83
0,166,156,165,170,97
0,165,167,171,167,77
0,162,181,178,169,73
0,158,153,171,183,79
0,160,156,179,168,84
0,169,151,192,170,63
0,173,172,188,183,70
0,160,152,181,179,86
0,173,171,153,170,88
0,166,154,157,165,88
0,165,178,179,180,91
0,165,170,189,183,64
0,177,178,184,170,71
0,170,152,193,167,96
0,160,175,174,176,82
0,179,164,159,181,87
0,173,179,178,172,91
0,164,160,153,168,72
0,161,174,153,167,92
0,169,179,195,167,101
0,161,165,164,184,80
0,165,157,160,186,89
0,176,176,163,180,72
0,160,180,187,171,64
0,169,150,165,164,81
0,177,182,158,176,77
0,173,153,172,165,73
0,158,161,185,178,78
0,161,170,185,179,93
0,162,171,152,175,81
0,175,163,185,164,83
0,176,179,177,183,66
0,165,157,175,179,67
0,154,169,191,175,68
0,163,175,166,172,64
0,166,165,176,166,93
0,176,172,182,184,79
0,160,163,181,178,95
0,163,166,161,181,71
0,160,166,166,185,96
0,173,150,174,183,82
0,166,176,165,165,92
0,168,179,190,176,77
0,156,152,161,186,72
0,159,177,170,179,67
0,156,158,165,166,66
0,159,164,166,180,93
0,175,170,171,175,86
0,164,169,164,181,101
0,155,150,177,174,77
0,156,163,177,184,83
0,175,157,186,176,75
0,180,169,153,177,64
0,154,151,183,163,89
0,171,150,165,181,71
0,178,174,154,183,92
0,171,168,182,179,70
0,180,162,187,176,83
0,156,178,182,176,82
0,169,175,184,179,100
0,169,160,154,181,94
0,160,176,191,184,83
0,174,177,162,169,67
0,165,182,183,185,66
0,166,181,159,175,76
0,158,168,164,182,99
0,160,180,189,183,92
0,170,165,192,168,81
0,162,155,162,177,69
0,180,160,158,166,84
0,178,163,190,176,87
0,178,180,170,178,92
0,173,161,151,184,89
0,155,163,160,176,98
0,154,165,187,183,99
0,163,162,191,175,64
0,161,155,165,186,96
0,166,157,181,180,67
0,159,180,194,172,85
0,170,181,180,172,76
0,166,180,153,173,81
0,175,181,177,164,89
0,154,169,195,184,99
0,163,163,186,173,98
0,154,171,167,185,72
0,168,166,194,166,67
0,180,152,156,170,82
0,173,159,176,184,81
0,158,151,163,180,81
0,179,161,194,183,94
0,177,171,164,178,97
0,176,149,169,171,70
0,156,179,168,181,68
0,163,166,154,179,89
0,179,182,179,168,89
0,158,182,171,165,63
0,166,153,177,171,75
0,180,182,165,179,73
0,173,170,154,168,78
0,178,170,154,169,96
0,172,167,161,177,74
0,177,163,168,163,74
0,162,169,182,177,82
0,180,181,182,186,84
0,178,177,165,183,90
0,154,150,174,169,97
0,156,176,194,172,79
0,162,166,163,180,100
0,162,169,162,181,76
0,179,157,175,166,71
0,176,152,189,180,85
0,157,162,181,166,94
0,174,171,151,178,83
0,154,175,173,180,92
0,167,162,157,176,80
0,161,155,157,181,74
0,177,149,192,169,63
0,171,158,174,163,101
0,180,176,166,181,76
0,157,170,186,186,100
0,159,152,189,170,87
0,174,151,162,182,85
0,167,170,155,163,96
0,159,173,163,183,95
0,179,166,179,170,95
0,169,182,154,171,79
0,161,180,178,185,96
0,154,171,194,175,83
0,173,170,167,177,83
0,180,171,185,179,83
0,169,160,164,179,101
0,158,176,194,183,78
0,161,152,185,183,76
0,157,182,171,177,92
0,173,170,170,163,72
0,179,164,152,182,91
0,170,153,154,177,76
0,160,172,162,173,82
0,154,159,184,186,98
0,175,170,194,186,89
0,162,171,177,174,63
0,161,169,157,185,73
0,159,161,174,181,81
0,158,155,188,182,78
0,161,152,169,166,98
0,165,167,168,184,98
0,158,171,191,169,89
0,170,174,168,180,84
0,173,179,155,171,68
0,173,158,176,166,90
0,161,161,165,170,66
0,159,172,185,184,81
0,159,169,171,185,89
0,171,180,168,179,91
0,167,164,156,182,92
0,167,162,163,177,101
0,157,167,184,169,82
0,160,162,191,175,86
0,155,155,188,166,80
0,154,157,151,174,90
0,160,177,159,178,94
0,169,170,157,163,67
0,159,165,187,175,81
0,166,180,175,180,99
0,178,160,181,182,64
0,173,154,170,178,81
0,161,150,164,184,80
0,159,150,185,175,67
0,169,160,157,180,84
0,157,157,173,170,93
0,179,176,157,174,92
0,170,175,168,170,63
0,166,164,178,179,95
0,167,152,172,182,97
0,162,173,190,178,95
0,167,153,173,170,82
0,165,154,178,165,89
0,157,158,168,165,100
0,173,152,178,183,94
0,167,171,151,185,67
0,156,153,157,181,78
0,163,153,169,179,96
0,155,158,175,165,82
0,167,165,178,163,79
0,172,158,186,167,84
0,158,156,178,179,98
0,168,164,177,171,75
0,171,164,181,186,76
0,162,167,172,167,100
0,155,160,182,186,66
0,168,154,162,173,73
0,156,180,193,167,64
0,178,179,151,166,84
0,169,163,175,167,80
0,176,157,169,173,82
0,168,156,191,183,75
0,158,151,169,166,66
0,175,172,189,166,71
0,165,168,192,186,81
0,160,166,194,178,97
0,157,162,192,175,73
0,164,178,165,166,79
0,177,169,167,167,98
0,157,168,193,181,89
0,171,171,158,164,95
0,156,160,179,165,88
0,158,174,153,168,92
0,164,167,185,168,98
0,169,161,168,186,64
0,175,177,182,166,64
0,167,173,180,174,81
0,159,156,154,176,85
0,159,171,178,166,74
0,172,176,192,174,82
0,179,172,155,170,88
0,176,156,183,173,99
0,170,151,174,164,93
0,174,176,184,185,68
0,174,181,170,176,99
0,176,173,157,173,92
0,161,155,178,184,75
0,170,162,174,175,87
0,155,182,177,179,79
0,166,162,153,170,88
0,166,154,175,175,85
0,180,163,156,181,91
0,157,160,154,169,70
0,170,164,172,173,96
0,178,178,157,166,94
0,176,161,159,174,66
0,176,176,169,181,92
0,155,158,174,174,67
0,177,172,183,185,87
0,170,166,190,179,94
0,171,165,159,174,67
0,166,175,184,168,93
0,155,181,191,164,76
0,174,153,152,166,99
0,174,149,167,183,79
0,159,170,190,169,81
0,173,160,165,180,95
0,169,153,172,167,64
0,170,162,167,176,95
0,172,178,158,180,64
0,161,150,180,173,64
0,180,163,177,184,89
0,175,164,194,180,72
0,180,153,176,180,71
0,156,153,179,182,95
0,174,150,179,168,99
0,171,171,152,183,83
0,163,163,164,182,93
0,163,160,151,181,76
0,157,161,181,175,95
0,177,161,187,184,79
0,157,180,159,165,63
0,180,172,155,174,90
0,162,172,167,182,82
0,169,153,151,178,81
0,168,182,157,165,89
0,167,167,157,180,66
0,155,173,182,183,67
0,157,156,188,173,78
0,162,162,176,171,71
0,167,182,151,178,63
0,155,151,157,176,96
0,161,171,178,179,72
0,174,181,160,186,89
0,156,167,162,169,66
0,158,169,176,180,101
0,158,159,163,172,67
0,176,179,179,179,73
0,169,166,181,180,76
0,158,158,187,176,70
0,156,161,193,179,85
0,158,164,173,168,85
0,171,155,178,172,97
0,180,176,174,183,72
0,176,166,185,174,98
0,156,167,162,173,71
0,174,158,173,181,75
0,154,164,168,184,76
0,171,178,186,182,79
0,179,164,175,170,101
0,166,180,189,174,89
0,158,174,154,186,72
0,175,153,156,165,84
0,174,173,152,166,69
0,177,177,195,174,74
0,159,154,186,182,63
0,156,155,151,167,87
0,179,181,170,166,79
0,162,160,163,180,90
0,160,156,180,181,88
0,174,173,168,179,77
0,166,163,151,171,81
0,158,156,165,166,83
0,156,156,168,179,73
0,168,153,164,184,88
0,179,160,185,164,78
0,180,168,180,172,95
0,167,180,163,177,90
0,167,178,170,175,79
0,169,162,182,186,87
0,160,179,167,172,99
0,172,151,191,165,71
0,167,165,172,185,86
0,159,177,181,185,69
0,171,173,191,186,77
0,159,180,164,167,81
0,171,169,151,182,91
0,175,166,169,166,88
0,176,171,163,164,84
0,161,168,157,172,89
0,168,179,159,172,85
0,165,170,172,166,63
0,158,174,158,173,73
0,174,173,168,167,84
0,177,149,166,181,67
0,179,152,152,175,77
0,179,155,175,171,82
0,162,172,184,179,87
0,162,152,157,169,93
0,162,177,182,183,63
0,154,177,154,178,84
0,172,169,188,165,85
0,169,155,190,171,82
0,159,178,171,170,67
0,165,166,193,177,67
0,178,160,156,186,78
0,179,164,160,169,83
0,171,177,182,168,88
0,176,165,171,174,86
0,171,162,158,163,79
0,179,156,193,170,82
0,157,154,152,171,73
0,170,166,189,182,70
0,155,171,167,178,83
1,41,116,86,143,5
1,137,89,6,84,32
1,88,77,77,14,15
1,113,58,15,0,13
1,16,46,29,58,35
1,47,95,39,83,33
1,87,8,145,136,58
1,138,125,66,40,11
1,116,62,110,143,33
1,126,112,57,83,42
1,58,77,130,57,31
1,25,57,139,73,27
1,139,135,77,31,57
1,104,140,137,44,48
1,51,91,120,33,5
1,13,115,45,149,30
1,84,123,99,118,56
1,20,91,91,120,41
1,148,95,0,25,26
1,45,103,72,154,36
1,122,144,68,51,23
1,10,33,41,73,17
1,97,127,56,103,57
1,111,138,54,82,1
1,120,38,73,97,32
1,134,101,69,33,29
1,4,112,98,149,60
1,148,137,55,8,55
1,0,12,73,71,35
1,104,119,6,25,5
1,133,16,120,139,6
1,3,135,93,119,49
1,8,30,88,36,52
1,110,130,97,56,4
1,130,136,59,4,27
1,105,86,144,146,37
1,42,97,82,152,8
1,83,112,129,80,29
1,79,130,125,90,17
1,131,97,148,62,37
1,116,131,118,8,46
1,39,8,5,124,12
1,92,24,91,64,47
1,80,64,150,79,34
1,46,34,146,64,18
1,79,44,4,21,32
1,12,39,86,5,59
1,91,67,25,44,1
1,29,133,91,45,38
1,57,71,10,35,38
1,152,67,73,162,16
1,87,3,47,46,41
1,38,137,27,114,14
1,148,70,102,127,4
1,119,136,147,83,23
1,94,109,52,54,56
1,126,27,55,108,47
1,55,76,94,4,56
1,91,58,23,25,8
1,99,71,0,17,61
1,142,144,18,126,46
1,20,108,25,139,7
1,64,115,146,103,5
1,58,105,92,131,51
1,26,112,85,152,61
1,3,31,108,151,19
1,31,25,97,135,28
1,6,137,63,8,9
1,148,111,87,9,16
1,148,74,121,61,34
1,51,100,149,157,23
1,94,51,148,56,15
1,122,82,118,121,34
1,101,18,135,48,18
1,83,70,39,62,30
1,131,125,102,99,57
1,134,85,62,121,40
1,79,148,91,17,7
1,65,123,86,5,50
1,136,53,1,39,0
1,61,123,52,98,38
1,71,67,87,107,25
1,61,9,121,25,18
1,43,21,144,157,41
1,81,29,76,19,48
1,130,60,26,76,21
1,12,92,148,52,5
1,50,1,37,7,19
1,148,52,97,75,62
1,78,64,44,72,21
1,89,58,145,87,16
1,99,50,90,111,49
1,152,30,89,64,3
1,142,83,21,112,58
1,63,57,87,63,52
1,146,61,2,59,33
1,120,24,106,113,0
1,30,10,33,95,27
1,147,20,59,48,5
1,104,132,41,126,58
1,150,85,149,111,34
1,63,146,42,125,56
1,141,78,36,9,0
1,125,64,46,7,21
1,129,8,98,103,29
1,94,60,0,127,5
1,90,41,144,146,6
1,119,62,33,57,22
1,105,103,13,144,56
1,3,105,35,142,38
1,8,128,33,33,15
1,45,25,4,78,3
1,125,49,62,84,15
1,122,90,135,13,50
1,68,43,104,105,4
1,149,78,61,85,35
1,137,107,55,109,42
1,4,139,10,92,53
1,6,116,53,65,57
1,30,84,58,126,60
1,82,110,49,143,5
1,115,81,143,50,61
1,43,147,12,7,16
1,45,40,33,80,5
1,14,48,131,60,29
1,121,48,114,67,14
1,120,129,63,51,21
1,1,34,74,148,37
1,79,44,36,78,51
1,127,59,76,73,20
1,5,9,20,152,23
1,103,138,126,74,56
1,24,99,15,38,40
1,64,12,144,118,18
1,3,100,41,86,39
1,38,61,68,162,42
1,37,21,13,112,47
1,85,102,110,25,20
1,139,119,64,44,51
1,133,91,121,152,33
1,68,64,107,71,13
1,77,4,75,77,22
1,123,35,143,99,45
1,93,96,93,61,4
1,63,134,16,39,25
1,63,58,34,7,57
1,61,131,125,97,56
1,145,70,18,152,58
1,50,144,9,4,42
1,152,56,60,67,56
1,67,109,25,59,32
1,24,137,24,72,5
1,112,8,107,138,9
1,125,83,134,50,61
1,45,22,150,113,2
1,41,72,121,142,19
1,137,53,67,131,13
1,79,82,19,159,47
1,92,133,89,28,5
1,143,34,134,122,3
1,77,84,120,107,18
1,53,11,110,60,37
1,116,66,128,2,29
1,43,139,146,106,10
1,146,127,144,117,26
